time_s,speed_kmh,lean_angle_deg,g_force,heart_rate_bpm,lap
0.0,200.0,0.0,0.0,80.2853116271415,0
0.010001666944490749,200.06667777962994,0.0,0.02000333388898241,76.6883734718498,0
0.020003333888981498,200.13335555925988,0.0,0.02000333388898241,82.70159717561009,0
0.030005000833472247,200.20003333888982,0.0,0.02000333388898241,83.35211466345957,0
0.040006667777962995,200.26671111851977,0.0,0.02000333388898241,79.98491006642404,0
0.050008334722453744,200.33338889814968,0.0,0.020003333888973882,82.82571261540669,0
0.06001000166694449,200.40006667777962,0.0,0.02000333388898241,82.98323680541368,0
0.07001166861143523,200.46674445740956,0.0,0.02000333388898241,81.39155929852939,0
0.08001333555592599,200.5334222370395,0.0,0.02000333388898241,81.0931326767604,0
0.09001500250041675,200.60010001666944,0.0,0.02000333388898241,75.52745892403871,0
0.10001666944490749,200.66677779629939,0.0,0.02000333388898241,80.38984578621361,0
0.11001833638939823,200.73345557592933,0.0,0.02000333388898241,78.39605825414765,0
0.12002000333388899,200.80013335555927,0.0,0.02000333388898241,80.92515524091685,0
0.13002167027837974,200.8668111351892,0.0,0.02000333388898241,77.74960328202414,0
0.14002333722287047,200.93348891481912,0.0,0.020003333888973882,83.45533044521746,0
0.15002500416736123,201.00016669444906,0.0,0.02000333388898241,78.52585070260174,0
0.16002667111185198,201.066844474079,0.0,0.02000333388898241,82.14255583801548,0
0.17002833805634274,201.13352225370895,0.0,0.02000333388898241,80.48131535960604,0
0.1800300050008335,201.2002000333389,0.0,0.02000333388898241,75.53225632726563,0
0.19003167194532422,201.26687781296883,0.0,0.02000333388898241,80.25210214374657,0
0.20003333888981498,201.33355559259877,0.0,0.02000333388898241,79.3032495529946,0
0.21003500583430573,201.4002333722287,0.0,0.02000333388898241,79.73548200305842,0
0.22003667277879646,201.46691115185865,0.0,0.02000333388898241,83.02045047351211,0
0.23003833972328722,201.5335889314886,0.0,0.02000333388898241,76.7476460078428,0
0.24004000666777797,201.6002667111185,0.0,0.020003333888973882,81.19239414434054,0
0.2500416736122687,201.66694449074845,0.0,0.02000333388898241,77.07418103864248,0
0.2600433405567595,201.7336222703784,0.0,0.02000333388898241,80.13214633846582,0
0.2700450075012502,201.80030005000833,0.0,0.02000333388898241,79.4702861172383,0
0.28004667444574094,201.86697782963827,0.0,0.02000333388898241,77.3325352477098,0
0.2900483413902317,201.93365560926821,0.0,0.02000333388898241,81.6559623611175,0
0.30005000833472245,202.00033338889816,0.0,0.02000333388898241,81.91721444561891,0
0.31005167527921323,202.0670111685281,0.0,0.02000333388898241,83.96089090085074,0
0.32005334222370396,202.13368894815804,0.0,0.02000333388898241,78.81571196623658,0
0.3300550091681947,202.20036672778795,0.0,0.020003333888973882,78.11089324889464,0
0.3400566761126855,202.2670445074179,0.0,0.02000333388898241,78.91124710923145,0
0.3500583430571762,202.33372228704783,0.0,0.02000333388898241,79.37946560832563,0
0.360060010001667,202.40040006667778,0.0,0.02000333388898241,79.3543453799276,0
0.3700616769461577,202.46707784630772,0.0,0.02000333388898241,79.84119118989366,0
